Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Ordinær kvote;UIT;Suppleringsopptak;186 481;Historie, bachelor;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2022;0
Ordinær kvote;USN;Hovedopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 613;Historie, Bø, årsstudium;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2022;0
Ordinær kvote;USN;Hovedopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2022;41.6
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 513;Historie, Bø, bachelor;;HISTORIE;2022;39.4
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 513;Historie, deltid;;HISTORIE;2022;0
Ordinær kvote;HVO;Hovedopptak;223 513;Historie, deltid;;HISTORIE;2022;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 513;Historie, deltid;;HISTORIE;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 513;Historie, deltid;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2022;0
Ordinær kvote;USN;Hovedopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 179;Historie, Vestfold, årsstudium;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2022;0
Ordinær kvote;USN;Hovedopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 481;Historie, Vestfold, bachelor;;HISTORIE;2022;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2022;54.3
Ordinær kvote;UIO;Hovedopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2022;61
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2022;53.2
Ordinær kvote;UIO;Suppleringsopptak;185 715;Honoursprogram, Humaniora, Filosofi og lingvistikk;;HISTORIE;2022;61
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2022;0
Ordinær kvote;UIO;Hovedopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2022;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2022;0
Ordinær kvote;UIO;Suppleringsopptak;185 714;Honoursprogram, Humaniora, Musikkvitenskap;;HISTORIE;2022;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 747;Honoursprogram, Realfag;;REALFAG;2022;63
Ordinær kvote;UIO;Hovedopptak;185 747;Honoursprogram, Realfag;;REALFAG;2022;66.1
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 747;Honoursprogram, Realfag;;REALFAG;2022;61.4
Ordinær kvote;UIO;Suppleringsopptak;185 747;Honoursprogram, Realfag;;REALFAG;2022;61
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 474;Honoursprogram, Samfunnsvitenskap;;SAMFUNN;2022;57
Ordinær kvote;UIO;Hovedopptak;185 474;Honoursprogram, Samfunnsvitenskap;;SAMFUNN;2022;61.9
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 474;Honoursprogram, Samfunnsvitenskap;;SAMFUNN;2022;57
Ordinær kvote;UIO;Suppleringsopptak;185 474;Honoursprogram, Samfunnsvitenskap;;SAMFUNN;2022;61.9
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 255;Hotelledelse;;REISELIV;2022;0
Ordinær kvote;UIS;Hovedopptak;217 255;Hotelledelse;;REISELIV;2022;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 255;Hotelledelse;;REISELIV;2022;0
Ordinær kvote;UIS;Suppleringsopptak;217 255;Hotelledelse;;REISELIV;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2022;0
Ordinær kvote;NORD;Hovedopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2022;43.2
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 955;Human Resource Management (HRM), Bodø;;ØKADM;2022;39.7
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2022;0
Ordinær kvote;NORD;Hovedopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2022;43.9
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 591;Human Resource Management (HRM), Levanger;;ØKADM;2022;40.9
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2022;0
Ordinær kvote;NTNU;Hovedopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2022;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 715;Humanistiske fag,  emnestudier;;HISTORIE;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Hovedopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 421;Husdyrvelferd;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NMBU;Hovedopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Hovedopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NMBU;Suppleringsopptak;192 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 321;Husdyrvitenskap;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 366;Idéhistorie;;HISTORIE;2022;0
Ordinær kvote;USN;Hovedopptak;222 366;Idéhistorie;;HISTORIE;2022;38.3
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 366;Idéhistorie;;HISTORIE;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 366;Idéhistorie;;HISTORIE;2022;38.3
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2022;48.9
Ordinær kvote;UIO;Hovedopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2022;56.2
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2022;48.9
Ordinær kvote;UIO;Suppleringsopptak;185 400;Idéhistorie, årsstudium;;HISTORIE;2022;56.2
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2022;0
Ordinær kvote;UIO;Hovedopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2022;47.6
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2022;0
Ordinær kvote;UIO;Suppleringsopptak;185 073;Idéhistorie, bachelor;;HISTORIE;2022;47.6
Førstegangsvitnemålskvote;INN;Hovedopptak;209 507;Idrett;;IDRETT;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 486;Idrett;;IDRETT;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 185;Idrett;;IDRETT;2022;0
Ordinær kvote;INN;Hovedopptak;209 507;Idrett;;IDRETT;2022;0
Ordinær kvote;NORD;Hovedopptak;204 486;Idrett;;IDRETT;2022;0
Ordinær kvote;USN;Hovedopptak;222 185;Idrett;;IDRETT;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 507;Idrett;;IDRETT;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 486;Idrett;;IDRETT;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 185;Idrett;;IDRETT;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 507;Idrett;;IDRETT;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 486;Idrett;;IDRETT;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 185;Idrett;;IDRETT;2022;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2022;0
Ordinær kvote;INN;Hovedopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 440;Idrett - spesialisering i trenerrollen;;IDRETT;2022;0
Førstegangsvitnemålskvote;INN;Hovedopptak;209 488;Idrett - spesialisering i trenerrollen, deltid;;IDRETT;2022;0
Ordinær kvote;INN;Hovedopptak;209 488;Idrett - spesialisering i trenerrollen, deltid;;IDRETT;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 488;Idrett - spesialisering i trenerrollen, deltid;;IDRETT;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 488;Idrett - spesialisering i trenerrollen, deltid;;IDRETT;2022;0
Førstegangsvitnemålskvote;HIM;Hovedopptak;211 185;Idrett og adventure;;IDRETT;2022;0
Ordinær kvote;HIM;Hovedopptak;211 185;Idrett og adventure;;IDRETT;2022;0
Førstegangsvitnemålskvote;HIM;Suppleringsopptak;211 185;Idrett og adventure;;IDRETT;2022;0
Ordinær kvote;HIM;Suppleringsopptak;211 185;Idrett og adventure;;IDRETT;2022;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 649;Idrett og kroppsøving, årsstudium;;IDRETT;2022;0
Ordinær kvote;HVO;Hovedopptak;223 649;Idrett og kroppsøving, årsstudium;;IDRETT;2022;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 649;Idrett og kroppsøving, årsstudium;;IDRETT;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 649;Idrett og kroppsøving, årsstudium;;IDRETT;2022;0
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 485;Idrett og kroppsøving, bachelor;;IDRETT;2022;0
Ordinær kvote;HVO;Hovedopptak;223 485;Idrett og kroppsøving, bachelor;;IDRETT;2022;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 485;Idrett og kroppsøving, bachelor;;IDRETT;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 485;Idrett og kroppsøving, bachelor;;IDRETT;2022;0
Førstegangsvitnemålskvote;NIH;Hovedopptak;150 649;Idrett og samfunn;;IDRETT;2022;47
Ordinær kvote;NIH;Hovedopptak;150 649;Idrett og samfunn;;IDRETT;2022;53
Førstegangsvitnemålskvote;NIH;Suppleringsopptak;150 649;Idrett og samfunn;;IDRETT;2022;46.1
Ordinær kvote;NIH;Suppleringsopptak;150 649;Idrett og samfunn;;IDRETT;2022;49.6
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 507;Idrett, Alta;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 649;Idrett, Alta;;IDRETT;2022;0
Ordinær kvote;UIT;Hovedopptak;186 507;Idrett, Alta;;IDRETT;2022;0
Ordinær kvote;UIT;Hovedopptak;186 649;Idrett, Alta;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 507;Idrett, Alta;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 649;Idrett, Alta;;IDRETT;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 507;Idrett, Alta;;IDRETT;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 649;Idrett, Alta;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 649;Idrett, årsstudium;;IDRETT;2022;0
Ordinær kvote;UIA;Hovedopptak;201 649;Idrett, årsstudium;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 649;Idrett, årsstudium;;IDRETT;2022;-1
Ordinær kvote;UIA;Suppleringsopptak;201 649;Idrett, årsstudium;;IDRETT;2022;-1
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 440;Idrett, bachelor;;IDRETT;2022;42.9
Ordinær kvote;UIA;Hovedopptak;201 440;Idrett, bachelor;;IDRETT;2022;45.2
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 440;Idrett, bachelor;;IDRETT;2022;42.5
Ordinær kvote;UIA;Suppleringsopptak;201 440;Idrett, bachelor;;IDRETT;2022;45.2
Førstegangsvitnemålskvote;USN;Hovedopptak;222 488;Idrett, trening og ledelse;;IDRETT;2022;0
Ordinær kvote;USN;Hovedopptak;222 488;Idrett, trening og ledelse;;IDRETT;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 488;Idrett, trening og ledelse;;IDRETT;2022;0
Ordinær kvote;USN;Suppleringsopptak;222 488;Idrett, trening og ledelse;;IDRETT;2022;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 485;Idrett, trening, helse;;IDRETT;2022;0
Ordinær kvote;HVL;Hovedopptak;203 485;Idrett, trening, helse;;IDRETT;2022;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 485;Idrett, trening, helse;;IDRETT;2022;0
Ordinær kvote;HVL;Suppleringsopptak;203 485;Idrett, trening, helse;;IDRETT;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 488;Idrettsvitenskap;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 440;Idrettsvitenskap;;IDRETT;2022;43
Ordinær kvote;NORD;Hovedopptak;204 488;Idrettsvitenskap;;IDRETT;2022;0
Ordinær kvote;UIS;Hovedopptak;217 440;Idrettsvitenskap;;IDRETT;2022;44.5
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 488;Idrettsvitenskap;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 440;Idrettsvitenskap;;IDRETT;2022;43
Ordinær kvote;NORD;Suppleringsopptak;204 488;Idrettsvitenskap;;IDRETT;2022;0
Ordinær kvote;UIS;Suppleringsopptak;217 440;Idrettsvitenskap;;IDRETT;2022;44.5
Førstegangsvitnemålskvote;INN;Hovedopptak;209 489;Idrettsvitenskap- helse og treningsfysiologi;;IDRETT;2022;37.6
Ordinær kvote;INN;Hovedopptak;209 489;Idrettsvitenskap- helse og treningsfysiologi;;IDRETT;2022;37
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 489;Idrettsvitenskap- helse og treningsfysiologi;;IDRETT;2022;37.6
Ordinær kvote;INN;Suppleringsopptak;209 489;Idrettsvitenskap- helse og treningsfysiologi;;IDRETT;2022;37
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 485;Idrettsvitenskap, Alta;;IDRETT;2022;0
Ordinær kvote;UIT;Hovedopptak;186 485;Idrettsvitenskap, Alta;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 485;Idrettsvitenskap, Alta;;IDRETT;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 485;Idrettsvitenskap, Alta;;IDRETT;2022;0
Førstegangsvitnemålskvote;NLA;Hovedopptak;254 185;Idrettsvitenskap, årsstudium;;IDRETT;2022;43.7
Ordinær kvote;NLA;Hovedopptak;254 185;Idrettsvitenskap, årsstudium;;IDRETT;2022;44.2
Førstegangsvitnemålskvote;NLA;Suppleringsopptak;254 185;Idrettsvitenskap, årsstudium;;IDRETT;2022;0
Ordinær kvote;NLA;Suppleringsopptak;254 185;Idrettsvitenskap, årsstudium;;IDRETT;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 187;IKT;;INFOTEKN;2022;0
Ordinær kvote;UIA;Hovedopptak;201 187;IKT;;INFOTEKN;2022;39.6
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 187;IKT;;INFOTEKN;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 187;IKT;;INFOTEKN;2022;39.6
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 768;Industriell design;;TEKNO - SIVING;2022;56.7
Ordinær kvote;NTNU;Hovedopptak;194 768;Industriell design;;TEKNO - SIVING;2022;62
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 768;Industriell design;;TEKNO - SIVING;2022;56.7
Ordinær kvote;NTNU;Suppleringsopptak;194 768;Industriell design;;TEKNO - SIVING;2022;62
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 764;Industriell kjemi og bioteknologi;;TEKNO - SIVING;2022;55.7
Ordinær kvote;NTNU;Hovedopptak;194 764;Industriell kjemi og bioteknologi;;TEKNO - SIVING;2022;53.5
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 764;Industriell kjemi og bioteknologi;;TEKNO - SIVING;2022;55.7
Ordinær kvote;NTNU;Suppleringsopptak;194 764;Industriell kjemi og bioteknologi;;TEKNO - SIVING;2022;53.5
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 862;Industriell matematikk;;REALFAG;2022;0
Ordinær kvote;UIA;Hovedopptak;201 862;Industriell matematikk;;REALFAG;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 862;Industriell matematikk;;REALFAG;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 862;Industriell matematikk;;REALFAG;2022;0
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 767;Industriell økonomi;;TEKNO - SIVING;2022;55.1
Ordinær kvote;NMBU;Hovedopptak;192 767;Industriell økonomi;;TEKNO - SIVING;2022;59.4
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 767;Industriell økonomi;;TEKNO - SIVING;2022;55
Ordinær kvote;NMBU;Suppleringsopptak;192 767;Industriell økonomi;;TEKNO - SIVING;2022;58.5
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;61.9
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;41.4
Ordinær kvote;NTNU;Hovedopptak;194 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;66.9
Ordinær kvote;UIA;Hovedopptak;201 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;47
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;61.9
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;41.4
Ordinær kvote;NTNU;Suppleringsopptak;194 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;66.9
Ordinær kvote;UIA;Suppleringsopptak;201 767;Industriell økonomi og teknologiledelse;;TEKNO - SIVING;2022;47
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 813;Industriell økonomi, alle linjer;;TEKNO - SIVING;2022;0
Ordinær kvote;UIS;Hovedopptak;217 813;Industriell økonomi, alle linjer;;TEKNO - SIVING;2022;48.6
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 813;Industriell økonomi, alle linjer;;TEKNO - SIVING;2022;0
Ordinær kvote;UIS;Suppleringsopptak;217 813;Industriell økonomi, alle linjer;;TEKNO - SIVING;2022;48.5
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 287;Informasjonsbehandling;;INFOTEKN;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 412;Informasjonsbehandling;;INFOTEKN;2022;0
Ordinær kvote;NTNU;Hovedopptak;194 287;Informasjonsbehandling;;INFOTEKN;2022;59.6
Ordinær kvote;USN;Hovedopptak;222 412;Informasjonsbehandling;;INFOTEKN;2022;55.2
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 287;Informasjonsbehandling;;INFOTEKN;2022;0
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 412;Informasjonsbehandling;;INFOTEKN;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 287;Informasjonsbehandling;;INFOTEKN;2022;59.6
Ordinær kvote;USN;Suppleringsopptak;222 412;Informasjonsbehandling;;INFOTEKN;2022;55.2
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 453;Informasjonssystemer;;INFOTEKN;2022;26
Ordinær kvote;HIØ;Hovedopptak;224 453;Informasjonssystemer;;INFOTEKN;2022;45
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 453;Informasjonssystemer;;INFOTEKN;2022;26
Ordinær kvote;HIØ;Suppleringsopptak;224 453;Informasjonssystemer;;INFOTEKN;2022;45
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 620;Informasjonsteknologi;;INFOTEKN;2022;0
Ordinær kvote;HIØ;Hovedopptak;224 620;Informasjonsteknologi;;INFOTEKN;2022;40.3
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 620;Informasjonsteknologi;;INFOTEKN;2022;0
Ordinær kvote;HIØ;Suppleringsopptak;224 620;Informasjonsteknologi;;INFOTEKN;2022;40.3
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 803;Informasjonsteknologi og økonomi (sivilingeniør);;TEKNO - SIVING;2022;56.5
Ordinær kvote;UIB;Hovedopptak;184 803;Informasjonsteknologi og økonomi (sivilingeniør);;TEKNO - SIVING;2022;60
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 803;Informasjonsteknologi og økonomi (sivilingeniør);;TEKNO - SIVING;2022;56.5
Ordinær kvote;UIB;Suppleringsopptak;184 803;Informasjonsteknologi og økonomi (sivilingeniør);;TEKNO - SIVING;2022;60
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 620;Informasjonsteknologi, årsstudium;;INFOTEKN;2022;46.5
Ordinær kvote;OSLOMET;Hovedopptak;215 620;Informasjonsteknologi, årsstudium;;INFOTEKN;2022;60.5
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 620;Informasjonsteknologi, årsstudium;;INFOTEKN;2022;45.1
Ordinær kvote;OSLOMET;Suppleringsopptak;215 620;Informasjonsteknologi, årsstudium;;INFOTEKN;2022;58.3
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 395;Informasjonsteknologi, bachelor;;INFOTEKN;2022;44.9
Ordinær kvote;OSLOMET;Hovedopptak;215 395;Informasjonsteknologi, bachelor;;INFOTEKN;2022;54.9
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 395;Informasjonsteknologi, bachelor;;INFOTEKN;2022;44.8
Ordinær kvote;OSLOMET;Suppleringsopptak;215 395;Informasjonsteknologi, bachelor;;INFOTEKN;2022;54.8
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 395;Informasjonsteknologi, Bergen;;INFOTEKN;2022;39.4
Ordinær kvote;HVL;Hovedopptak;203 395;Informasjonsteknologi, Bergen;;INFOTEKN;2022;48.4
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 395;Informasjonsteknologi, Bergen;;INFOTEKN;2022;39.4
Ordinær kvote;HVL;Suppleringsopptak;203 395;Informasjonsteknologi, Bergen;;INFOTEKN;2022;48.4
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 829;Informasjonsteknologi, Førde;;INFOTEKN;2022;0
Ordinær kvote;HVL;Hovedopptak;203 829;Informasjonsteknologi, Førde;;INFOTEKN;2022;0
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 829;Informasjonsteknologi, Førde;;INFOTEKN;2022;0
Ordinær kvote;HVL;Suppleringsopptak;203 829;Informasjonsteknologi, Førde;;INFOTEKN;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 189;Informasjonsvitenskap, årsstudium;;INFOTEKN;2022;38
Ordinær kvote;UIB;Hovedopptak;184 189;Informasjonsvitenskap, årsstudium;;INFOTEKN;2022;56.8
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 189;Informasjonsvitenskap, årsstudium;;INFOTEKN;2022;37.8
Ordinær kvote;UIB;Suppleringsopptak;184 189;Informasjonsvitenskap, årsstudium;;INFOTEKN;2022;56.8
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 453;Informasjonsvitenskap, bachelor;;INFOTEKN;2022;41.5
Ordinær kvote;UIB;Hovedopptak;184 453;Informasjonsvitenskap, bachelor;;INFOTEKN;2022;53
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 453;Informasjonsvitenskap, bachelor;;INFOTEKN;2022;41.5
Ordinær kvote;UIB;Suppleringsopptak;184 453;Informasjonsvitenskap, bachelor;;INFOTEKN;2022;53
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 395;Informatikk;;INFOTEKN;2022;52
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 188;Informatikk;;INFOTEKN;2022;43.5
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 187;Informatikk;;INFOTEKN;2022;0
Ordinær kvote;NTNU;Hovedopptak;194 395;Informatikk;;INFOTEKN;2022;56.1
Ordinær kvote;UIB;Hovedopptak;184 188;Informatikk;;INFOTEKN;2022;59.2
Ordinær kvote;UIO;Hovedopptak;185 187;Informatikk;;INFOTEKN;2022;51.5
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 395;Informatikk;;INFOTEKN;2022;51.9
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 188;Informatikk;;INFOTEKN;2022;43.5
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 187;Informatikk;;INFOTEKN;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 395;Informatikk;;INFOTEKN;2022;56.1
Ordinær kvote;UIB;Suppleringsopptak;184 188;Informatikk;;INFOTEKN;2022;59.2
Ordinær kvote;UIO;Suppleringsopptak;185 187;Informatikk;;INFOTEKN;2022;51.5
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 306;Informatikk-matematikk-økonomi;;REALFAG;2022;47.2
